class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	date_format	date_max	date_min	display_columns	display_rows	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_default	slider_layout	slider_max	slider_middlestart	slider_min	slider_rating	slider_reset	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	ghbSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_ghb_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik GHB gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik GHB gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	twocbSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_2cb_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik 2-CB gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik 2-CB gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	ketSleepBeliefs	(substanceUseWilling == 1) && (substUseFreqNr_ket_nr > 0)			nl-informal		Y	N		1			80	substUseFreqPeriod																																																																																											1																					
SQ	0	pbc		<div class="scaletext">Als ik ketamine gebruik kom ik daarna ...</div><div class="scaleleft width100">veel moeilijker in slaap</div> | <div class="scaleright width100">veel makkelijker in slaap</div>		nl-informal																																																																																																																									
SQ	0	att		<div class="scaletext">Als ik ketamine gebruik slaap ik daarna uiteindelijk ...</div><div class="scaleleft width100">veel slechter</div> | <div class="scaleright width100">veel beter</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
G	G17	otherDeterminants	accessToSurvey == 1	<br /> 		nl-informal																																																																																																																									
Q	F	moralNorm	0 && (preQuestions == 1)	Deze vraag gaat weer over een situatie (in de komende zes maanden tijdens het uitgaan) waarin een vriend of vriendin van jou met iemand flirt, en je de indruk hebt dat hij/zij over de grenzen van de ander gaat.		nl-informal		Y	N		1			80																																																																																												1																					
SQ	0	guilt		<div class="scaletext">Als ik dan niets tegen die vriend/vriendin zou zeggen, dan zou ik mij achteraf ...</div><div class="scaleleft width90">Helemaal niet schuldig voelen</div> | <div class="scaleright width90">Heel erg schuldig voelen</div>		nl-informal																																																																																																																									
SQ	0	responsibility		<div class="scaletext">Het is mijn verantwoordelijkheid om iets tegen die vriend/vriendin te zeggen.</div><div class="scaleleft width90">Helemaal niet</div> | <div class="scaleright width90">Heel sterk</div>		nl-informal																																																																																																																									
SQ	0	moralDuty		<div class="scaletext">Ik vind het mijn morele plicht om dan iets tegen mijn vriend/vriendin te zeggen.</div><div class="scaleleft width90">Helemaal niet</div> | <div class="scaleright width90">Heel sterk</div>		nl-informal																																																																																																																									
SQ	0	protectFromSelf		<div class="scaletext">In zo'n situatie moet ik mijn vriend/vriendin tegen zichzelf beschermen.</div><div class="scaleleft width90">Helemaal niet</div> | <div class="scaleright width90">Heel sterk</div>		nl-informal																																																																																																																									
A	0	1				nl-informal																																																																																																																									
A	0	2				nl-informal																																																																																																																									
A	0	3				nl-informal																																																																																																																									
A	0	4				nl-informal																																																																																																																									
A	0	5				nl-informal																																																																																																																									
A	0	6				nl-informal																																																																																																																									
A	0	7				nl-informal																																																																																																																									
Q	F	habit	1	<p>  Deze vraag gaat over hoeveel je nadenkt over hoe laat je door-de-weeks naar bed gaat.</p> <p>  Door-de-weeks vroeg genoeg naar bed gaan zodat ik 8 uur slaap krijg is ...</p> 	Als je nooit vroeg genoeg naar bed gaat om 8 uur slaap te krijgen, dan kloppen deze stellingen dus zeker niet.	nl-informal		Y	N		1			40																																																																																												1																					
SQ	0	automatic		... iets dat ik automatisch doe		nl-informal																																																																																																																									
SQ	0	withoutThinking		... iets dat ik doe zonder er bij na te denken		nl-informal																																																																																																																									
SQ	0	beforeRealising		... iets dat ik doe voordat ik er erg in heb		nl-informal																																																																																																																									
SQ	0	withoutRemembering		... iets dat ik doe zonder dat ik het me bewust moet herinneren		nl-informal																																																																																																																									
A	0	1		Dat klopt zeker niet		nl-informal																																																																																																																									
A	0	3		Dat klopt eigenlijk niet		nl-informal																																																																																																																									
A	0	4		Soms wel maar soms ook niet		nl-informal																																																																																																																									
A	0	5		Dat klopt een beetje		nl-informal																																																																																																																									
A	0	7		Dat klopt zeker		nl-informal																																																																																																																									
G	G18	demographics	accessToSurvey == 1			nl-informal																																																																																																																									
Q	L	noDemographics	1	<p>  Als laatste willen we je graag vragen om wat meer informatie over jezelf te geven. Je kunt een of meerdere van deze vragen ook overslaan als je je bijvoorbeeld zorgen maakt over je privacy. We zouden het natuurlijk erg waarderen als je wel alle vragen beantwoordt: deze informatie is voor ons heel bruikbaar om een indruk te krijgen van wie je bent. Bovendien hebben we niet voor niets gezorgd dat deze vragenlijst volledig anoniem is <img alt="" src="/ls205/upload/surveys/321858/images/4abc340cf5d893ff4bf6ebc17b29c221%5B1%5D.png" style="width: 18px; height: 18px; position: relative; top: 4px;" /></p> <p>  Als je geen van deze vragen in wilt vullen, of als je ze vorige keer hebt ingevuld en een Party Panel Code hebt ingevoerd, dan kun je dat hier aangeven, en dan sla je al deze vragen over.</p> 	<p>  Als je aan een vorige Party Panel hebt meegedaan en een Party Panel Code hebt ingegeven, kun je die op de volgende pagina invullen. Wij kunnen deze gegevens dan uit een vorige Party Panel halen.</p> <p>  Als je nog geen Party Panel code hebt, kun je hieronder per vraag aangeven of je die wil beantwoorden.</p> 	nl-informal		Y	N	0	1																1																																																																															1					1																
A	0	0		Ik wil wel één of meer vragen beantwoorden		nl-informal																																																																																																																									
A	0	1		Ik wil geen enkele vraag beantwoorden		nl-informal																																																																																																																									
A	0	2		Ik heb een Party Panel Code van een vorige Party Panel		nl-informal																																																																																																																									
Q	N	age	noDemographics.NAOK == 0	Hoe oud ben je?	Vul 0 (nul) in als je je leeftijd niet wil geven.	nl-informal		Y	N		1																																																																																															1																					
Q	L	gender	noDemographics.NAOK == 0	Wat is je geslacht (gender)?		nl-informal		Y	Y		1																1																																																	Ik ben  																														1					1																
SQ	0	other		Andere		nl-informal																																																																																																																									
A	0	noAns		Dit wil ik niet zeggen		nl-informal																																																																																																																									
A	0	male		Man		nl-informal																																																																																																																									
A	0	femal		Vrouw		nl-informal																																																																																																																									
A	0	queer		Genderqueer		nl-informal																																																																																																																									
Q	L	hasJob	noDemographics.NAOK == 0	Heb je een baan?		nl-informal		Y	N		1																1																																																																															1					1																
A	0	1		Ik wil deze vraag niet beantwoorden		nl-informal																																																																																																																									
A	0	2		Ja, ik heb een baan, bijbaan, of eigen bedrijf		nl-informal																																																																																																																									
A	0	3		Nee, ik heb geen baan, bijbaan, of eigen bedrijf		nl-informal																																																																																																																									
Q	N	jobHours	((noDemographics.NAOK == 0) && (hasJob.NAOK == "2"))	Hoeveel uur per week besteed je aan je baan, bijbaan, of eigen bedrijf?	Vul 0 in al je geen antwoord wil geven.	nl-informal		Y	N		1																																																			99	2									1							Ik werk ongeveer																											1		uur per week	2																		
Q	L	currentEducation	noDemographics.NAOK == 0	Volg je op dit moment een studie, en zoja, waar?		nl-informal		Y	N		1																1																																																																															1					1																
A	0	1		Ik wil deze vraag niet beantwoorden		nl-informal																																																																																																																									
A	0	2		Nee, ik volg op dit moment geen studie		nl-informal																																																																																																																									
A	0	3		Ja, ik doe VMBO (vroeger MAVO)		nl-informal																																																																																																																									
A	0	4		Ja, ik doe HAVO		nl-informal																																																																																																																									
A	0	5		Ja, ik doe VWO		nl-informal																																																																																																																									
A	0	6		Ja, ik doe MBO (ROC)		nl-informal																																																																																																																									
A	0	7		Ja, ik doe HBO (hogeschool)		nl-informal																																																																																																																									
A	0	8		Ja, ik doe WO (universiteit)		nl-informal																																																																																																																									
Q	L	prevEducation	(noDemographics.NAOK == 0) && ((currentEducation.NAOK == "1") OR (currentEducation.NAOK == "2"))	Wat is de hoogste opleiding die je hebt voltooid?		nl-informal		Y	N		1																1																																																																															1					1																
A	0	1		Ik wil deze vraag niet beantwoorden		nl-informal																																																																																																																									
A	0	2		Basisschool		nl-informal																																																																																																																									
A	0	3		VMBO (vroeger MAVO)		nl-informal																																																																																																																									
A	0	4		HAVO		nl-informal																																																																																																																									
A	0	5		VWO		nl-informal																																																																																																																									
A	0	6		MBO (ROC)		nl-informal																																																																																																																									
A	0	7		HBO (hogeschool)		nl-informal																																																																																																																									
A	0	8		WO (universiteit)		nl-informal																																																																																																																									
Q	L	country	noDemographics.NAOK == 0	In welk land woon je?		nl-informal		Y	Y		1																1																																																	Ander land:																														1					1																
SQ	0	other		Andere		nl-informal																																																																																																																									
A	0	NONE		Wil ik niet zeggen		nl-informal																																																																																																																									
A	0	NL		Nederland		nl-informal																																																																																																																									
A	0	BE		Belgie		nl-informal																																																																																																																									
Q	N	postcode	(noDemographics.NAOK == 0) && (country.NAOK == 'NL')	Om een grove indruk te krijgen van waar de Party Panel deelnemers wonen, is het handig als we de <em>eerste</em> twee codes van je postcode hebben. Wat zijn de eerste twee cijfers van jouw postcode?	Als je deze vraag niet wil beantwoorden, vul dan 0 in.	nl-informal			N		1																																																			99	2									1																																		1			2																		
Q	M	culturalIdentity	noDemographics.NAOK == 0	<p>  Als je een culturele achtergrond zou moeten kiezen, welke achtergrond(en) zou je dan kiezen?</p> 	Excuses voor het samenvoegen van groepen met verschillende identiteiten (zoals bijvoorbeeld Amsterdammers en Friezen met Limburgers; Chinezen en Japanners in Aziaten; Indo's en Molukkers in Indisch; en alle Afrikaanse landen behalve Marokko in Afrika). <strong>Nederland</strong> is vet gemaakt om hem snel vindbaar te maken.	nl-informal		Y	Y		1							1									1																1;2																																	Anders, namelijk: 																														1																					
SQ	0	1		Dit wil ik niet zeggen		nl-informal																																																																																																																									
SQ	0	2		Ik identificeer niet met een culturele achtergrond		nl-informal																																																																																																																									
SQ	0	3		Antilliaans		nl-informal																																																																																																																									
SQ	0	4		Afrikaans (behalve Marokkaans, zie onder)		nl-informal																																																																																																																									
SQ	0	5		Aziatisch		nl-informal																																																																																																																									
SQ	0	6		Belgisch		nl-informal																																																																																																																									
SQ	0	7		Indisch		nl-informal																																																																																																																									
SQ	0	8		Latino		nl-informal																																																																																																																									
SQ	0	9		Marrokaans		nl-informal																																																																																																																									
SQ	0	10		<strong>Nederlands</strong>		nl-informal																																																																																																																									
SQ	0	11		Surinaams		nl-informal																																																																																																																									
SQ	0	12		Turks		nl-informal																																																																																																																									
SQ	0	other		Andere		nl-informal																																																																																																																									
Q	L	sexualPreference	0 && noDemographics.NAOK == 0	Wat is je seksuele voorkeur?	We bedoelen hier hoe je je identificeert.	nl-informal		Y	Y		1																1																																																	Anders, namelijk: 																														1					1																
SQ	0	other		Andere		nl-informal																																																																																																																									
A	0	noAns		Dit wil ik niet zeggen		nl-informal																																																																																																																									
A	0	1		Heterosexueel		nl-informal																																																																																																																									
A	0	2		Bisexueel		nl-informal																																																																																																																									
A	0	3		Homosexueel		nl-informal																																																																																																																									
A	0	4		Asexueel		nl-informal																																																																																																																									
G	G19	partyPanelCode	accessToSurvey == 1	<div class="whiteBox">  <p>   Bedankt!</p>  <p>   Dat waren alle vragen. Op deze pagina kun je je Party Panel Code invoeren en suggesties geven voor de volgende vragenlijst in 2019.</p>  <p>   (Vergeet niet om op 'volgende' te klikken!)</p> </div> <p>   </p> 		nl-informal																																																																																																																									
Q	S	partyPanelCode	1	<p>  <big>Je Party Panel Code</big></p> <p>  Party Panel is een panelstudie: dat betekent dat we periodiek een nieuwe vragenlijst online plaatsen (zie <a href="https://partypanel.nl?info" target="_blank">https://partypanel.nl?info</a> voor meer informatie). We proberen dan informatie van dezelfde mensen aan elkaar te koppelen. De enige manier waarop dat kan en we tegelijkertijd absoluut zeker weten dat je anoniem blijft, is met een persoonlijke code.</p> <p>  Je kunt je persoonlijke code (opnieuw) genereren op <a href="https://partypanel.nl?code" target="_blank">https://partypanel.nl?code</a>, en die dan hier invullen.</p> <p>  Met deze code van 6 tekens (2 letters, 2 cijfers, 2 letters) blijf je anoniem, zonder dat je zelf iets hoeft te onthouden.</p> 	We hebben heel veel moeite gedaan om te zorgen dat het met je Party Panel Code niet mogelijk is om uit te vinden wie je bent, terwijl de code tegelijkertijd voor iedereen anders is. Als je meer informatie wil hebben, <a href="https://partypanel.nl/?details" target="_blank">klik dan hier</a>.	nl-informal	/\w{6}/		N		1																												Je Party Panel Code bestaat altijd uit twee letters, twee cijfers, en twee letters. Staan er bij jou nog streepjes in? Dan ben je misschien vergeten om een van de velden in te vullen!												300		500	11									6																Mijn Party Panel Code is:																											1	1		6		1																
Q	T	suggestions	1	<p>  Heb je nog ideeen voor de volgende Party Panel? Of heb je nog andere tips of ideeen die je ons wil meegeven?</p> <p>  Die kun je hieronder opgeven. Deze worden bij je data opgeslagen, en dus anoniem - we kunnen geen contact met je opnemen. Als je een suggestie hebt en graag een reactie wil of als je een vraag hebt kun je het formulier gebruiken op <a href="https://partypanel.nl/?contact" target="_blank">https://partypanel.nl/?contact</a>.</p> 		nl-informal			N		1																																																																																															1					1																
Q	M	testEntry	1	Heb je deze vragenlijst niet serieus ingevuld, bijvoorbeeld als test of gewoon om eens te kijken wat voor vragen werden gesteld? Dan kun je dat hier aangeven. Je data worden dan niet gebruikt in de analyses.		nl-informal			N		1							1									1																																																																															1																					
SQ	0	test		Ik heb de vragenlijst ingevuld om hem te testen, of gewoon om eens te kijken naar het soort vragen, en mijn antwoorden zijn dus niet serieus.		nl-informal																																																																																																																									
G	G20	ending	accessToSurvey == 1	<div class="whiteBox" style="font-size:20px; text-align:center;">  Bedankt!</div> 		nl-informal																																																																																																																									
Q	X	endingFinal	1	<p>  Als je op 'Insturen' klikt, wordt je doorgestuurd naar https://partypanel.nl/?reg waar je je email adres kunt achterlaten.</p> <p>  We mailen je dan bovendien als de resultaten binnen zijn en vertellen je dan wat we er mee gaan doen. Bovendien mailen we je als de volgende Party Panel ronde klaar staat.</p> Heb je vrienden die ook uitgaan? <a href="https://www.facebook.com/sharer/sharer.php?u=http%3A%2F%2Fpartypanel.nl" target="_blank">Deel Party Panel op Facebook!</a> <p>  Ook als je je niet in wil schrijven voor Party Panel zijn we je heel erg dankbaar! Door deze vragenlijst in te vullen heb je nu al geholpen het Nederlandse uitgaansleven te verbeteren!</p> 	We zullen je e-mailadres natuurlijk nooit doorgeven aan anderen of gebruiken voor iets anders dan communicatie over Party Panel!	nl-informal			N		1																																																																																															1					1																
